ORDERDATE,PRODUCTLINE,CUSTOMERNAME,COUNTRY,SALES,QUANTITYORDERED,PRICEEACH,STATUS
2005-03-17,Trucks and Buses,Lyon Souveniers,France,5692.96,46,100.0,Shipped
2005-05-03,Trucks and Buses,Euro Shopping Channel,Spain,3460.86,26,100.0,Shipped
2005-05-31,Trucks and Buses,La Rochelle Gifts,France,1895.94,18,100.0,In Process
2003-01-31,Trains,Euro Shopping Channel,Spain,1705.92,32,53.31,Shipped
2003-04-16,Trains,"Dragon Souveniers, Ltd.",Singapore,1033.41,21,49.21,Shipped
2003-06-03,Trains,Muscle Machine Inc,USA,3179.52,46,69.12,Shipped
2003-08-08,Trains,Mini Gifts Distributors Ltd.,USA,2091.18,42,49.79,Shipped
2003-09-28,Trains,Euro Shopping Channel,Spain,1779.71,31,57.41,Shipped
2003-10-22,Trains,"Dragon Souveniers, Ltd.",Singapore,2537.64,38,66.78,Shipped
2003-11-06,Trains,L'ordine Souveniers,Italy,2448.72,38,64.44,Shipped
2003-11-14,Trains,Mini Creations Ltd.,USA,972.4,20,48.62,Shipped
2003-11-26,Trains,Super Scale Inc.,USA,2856.14,46,62.09,Shipped
2004-01-02,Trains,"Saveley & Henriot, Co.",France,1968.3,30,65.61,Shipped
2004-02-12,Trains,"Clover Collections, Co.",Ireland,2056.2,30,68.54,Shipped
2004-03-15,Trains,"Blauer See Auto, Co.",Germany,2242.02,43,52.14,Shipped
2004-05-05,Trains,Suominen Souveniers,Finland,3128.65,49,63.85,Shipped
2004-07-20,Trains,Diecast Classics Inc.,USA,2443.26,43,56.82,Shipped
2004-08-20,Trains,Mini Gifts Distributors Ltd.,USA,2470.86,37,66.78,Shipped
2004-09-08,Trains,Land of Toys Inc.,USA,1927.45,35,55.07,Shipped
2004-10-14,Trains,"AV Stores, Co.",UK,2051.56,34,60.34,Shipped
2004-10-22,Trains,Heintze Collectables,Denmark,2337.38,38,61.51,Shipped
2004-11-05,Trains,Baane Mini Imports,Norway,5932.96,44,100.0,Shipped
2004-11-21,Trains,Classic Legends Inc.,USA,2296.77,21,100.0,Shipped
2004-12-02,Trains,Euro Shopping Channel,Spain,6490.88,44,100.0,Shipped
2004-12-15,Trains,Reims Collectables,France,1623.25,25,64.93,Shipped
2005-01-26,Trains,"Tokyo Collectables, Ltd",Japan,1405.92,24,58.58,Shipped
2005-02-22,Trains,Euro Shopping Channel,Spain,2282.28,38,60.06,Shipped
2005-03-17,Trains,Lyon Souveniers,France,8977.05,45,100.0,Shipped
2005-05-05,Trains,Gift Depot Inc.,USA,3256.35,51,63.85,Shipped
2003-03-03,Motorcycles,Cruz & Sons Co.,Philippines,2821.66,34,82.99,Shipped
2003-05-07,Motorcycles,Reims Collectables,France,3293.4,44,74.85,Shipped
2003-07-02,Motorcycles,Mini Gifts Distributors Ltd.,USA,4224.0,44,96.0,Shipped
2003-08-25,Motorcycles,Toys4GrownUps.com,USA,3091.68,38,81.36,Shipped
2003-10-10,Motorcycles,Corporate Gift Ideas Co.,USA,2219.6,31,71.6,Shipped
2003-11-04,Motorcycles,"Anna's Decorations, Ltd",Australia,3866.4,48,80.55,Shipped
2003-11-11,Motorcycles,Daedalus Designs Imports,France,1964.76,21,93.56,Shipped
2003-11-19,Motorcycles,Euro Shopping Channel,Spain,2668.8,40,66.72,Shipped
2004-01-15,Motorcycles,Auto Canal Petit,France,3222.0,40,80.55,Shipped
2004-02-21,Motorcycles,Daedalus Designs Imports,France,3864.5,50,77.29,Shipped
2004-04-05,Motorcycles,Vitachrome Inc.,USA,1366.8,20,68.34,Shipped
2004-05-26,Motorcycles,Auto Canal Petit,France,3475.68,48,72.41,Shipped
2004-06-30,Motorcycles,Gifts4AllAges.com,USA,4206.5,47,89.5,Shipped
2004-08-02,Motorcycles,Online Mini Collectables,USA,1486.38,21,70.78,Shipped
2004-08-27,Motorcycles,Marta's Replicas Co.,USA,3077.88,39,78.92,Shipped
2004-09-30,Motorcycles,"Toys of Finland, Co.",Finland,3544.2,44,80.55,Shipped
2004-10-15,Motorcycles,Baane Mini Imports,Norway,2483.04,28,88.68,Shipped
2004-11-03,Motorcycles,Microscale Inc.,USA,3478.05,45,77.29,Shipped
2004-11-17,Motorcycles,Motor Mint Distributors Inc.,USA,3657.8,20,100.0,Shipped
2004-11-24,Motorcycles,Salzburg Collectables,Austria,4682.36,38,100.0,Shipped
2004-12-09,Motorcycles,Lyon Souveniers,France,3937.7,26,100.0,Shipped
2005-01-07,Motorcycles,Mini Creations Ltd.,USA,4984.32,44,100.0,Shipped
2005-02-03,Motorcycles,La Rochelle Gifts,France,5406.66,49,100.0,Shipped
2005-03-04,Motorcycles,Mini Gifts Distributors Ltd.,USA,3491.18,22,100.0,Shipped
2005-04-08,Motorcycles,"UK Collectables, Ltd.",UK,2118.54,31,68.34,Shipped
2003-02-11,Ships,Danish Wholesale Imports,Denmark,2897.47,41,70.67,Shipped
2003-04-28,Ships,Salzburg Collectables,Austria,1916.75,25,76.67,Shipped
2003-06-12,Ships,"Stylish Desk Decors, Co.",UK,1860.0,31,60.0,Shipped
2003-08-08,Ships,Mini Gifts Distributors Ltd.,USA,2624.0,41,64.0,Shipped
2003-09-28,Ships,Euro Shopping Channel,Spain,2780.81,43,64.67,Shipped
2003-10-23,Ships,Scandinavian Gift Ideas,Sweden,3239.62,43,75.34,Cancelled
2003-11-07,Ships,CAF Imports,Spain,1824.0,24,76.0,Shipped
2003-11-14,Ships,Mini Creations Ltd.,USA,1134.0,21,54.0,Shipped
2003-11-26,Ships,Enaco Distributors,Spain,1487.41,23,64.67,Shipped
2004-01-02,Ships,"Saveley & Henriot, Co.",France,2837.46,38,74.67,Shipped
2004-02-19,Ships,Collectable Mini Designs Co.,USA,1942.77,31,62.67,Shipped
2004-03-29,Ships,Tekni Collectables Inc.,USA,2544.12,36,70.67,Shipped
2004-05-07,Ships,Land of Toys Inc.,USA,2568.24,36,71.34,Cancelled
2004-06-17,Ships,Quebec Home Shopping Network,Canada,2108.0,34,62.0,Shipped
2004-07-21,Ships,Petit Auto,Belgium,1372.14,21,65.34,Shipped
2004-08-20,Ships,"Royal Canadian Collectables, Ltd.",Canada,3540.15,45,78.67,Shipped
2004-09-10,Ships,Gifts4AllAges.com,USA,1958.84,26,75.34,Shipped
2004-10-14,Ships,"AV Stores, Co.",UK,2700.0,50,54.0,Shipped
2004-10-29,Ships,La Rochelle Gifts,France,2542.0,41,62.0,Shipped
2004-11-09,Ships,"Volvo Model Replicas, Co",Sweden,2340.0,39,60.0,Shipped
2004-11-23,Ships,"Tokyo Collectables, Ltd",Japan,2816.44,22,100.0,Shipped
2004-12-02,Ships,Euro Shopping Channel,Spain,3526.82,46,76.67,Shipped
2005-01-31,Ships,"Oulu Toy Supplies, Inc.",Finland,4627.92,44,100.0,Shipped
2005-02-28,Ships,Mini Gifts Distributors Ltd.,USA,1933.5,25,77.34,Shipped
2005-03-23,Ships,Mini Gifts Distributors Ltd.,USA,2600.13,39,66.67,Shipped
2005-05-06,Ships,Gifts4AllAges.com,USA,2639.58,37,71.34,On Hold
2003-02-17,Planes,Rovelli Gifts,Italy,3312.97,31,100.0,Shipped
2003-04-29,Planes,"Australian Collectors, Co.",Australia,3863.87,47,82.21,Shipped
2003-06-27,Planes,Euro Shopping Channel,Spain,1863.36,24,77.64,Shipped
2003-08-10,Planes,Mini Creations Ltd.,USA,3945.96,36,100.0,Shipped
2003-10-08,Planes,Euro Shopping Channel,Spain,4954.08,48,100.0,Shipped
2003-10-28,Planes,Technics Stores Inc.,USA,2762.2,28,98.65,Shipped
2003-12-01,Planes,West Coast Collectables Co.,USA,3989.76,48,83.12,Shipped
2004-01-12,Planes,Osaka Souveniers Co.,Japan,1649.55,21,78.55,Shipped
2004-02-20,Planes,"Australian Collectors, Co.",Australia,2534.75,25,100.0,Shipped
2004-04-02,Planes,"Royal Canadian Collectables, Ltd.",Canada,2580.25,25,100.0,Shipped
2004-05-11,Planes,The Sharp Gifts Warehouse,USA,2831.54,31,91.34,Shipped
2004-06-24,Planes,Euro Shopping Channel,Spain,3361.2,40,84.03,Cancelled
2004-07-23,Planes,La Rochelle Gifts,France,2864.32,32,89.51,Shipped
2004-08-21,Planes,"Norway Gifts By Mail, Co.",Norway,1994.88,24,83.12,Shipped
2004-09-15,Planes,"Bavarian Collectables Imports, Co.",Germany,4296.6,42,100.0,Shipped
2004-10-15,Planes,Mini Classics,USA,2224.95,21,100.0,Shipped
2004-11-01,Planes,giftsbymail.co.uk,UK,2795.14,34,82.21,Shipped
2004-11-12,Planes,Rovelli Gifts,Italy,2762.1,27,100.0,Shipped
2004-11-24,Planes,Enaco Distributors,Spain,2658.0,30,88.6,Shipped
2004-12-04,Planes,Gift Ideas Corp.,USA,5043.87,39,100.0,Shipped
2004-12-17,Planes,Souveniers And Things Co.,Australia,1210.8,20,60.54,Shipped
2005-02-03,Planes,La Rochelle Gifts,France,3029.19,37,81.87,Shipped
2005-03-03,Planes,FunGiftIdeas.com,USA,10066.6,46,100.0,Shipped
2005-03-30,Planes,Reims Collectables,France,4121.43,47,87.69,Shipped
2005-04-03,Planes,Tekni Collectables Inc.,USA,1135.31,11,100.0,On Hold
2005-05-10,Planes,L'ordine Souveniers,Italy,2100.82,23,91.34,Shipped
2003-02-11,Ships,Danish Wholesale Imports,Denmark,2034.35,29,70.15,Shipped
2003-04-16,Ships,"Dragon Souveniers, Ltd.",Singapore,3027.84,38,79.68,Shipped
2003-06-06,Ships,Euro Shopping Channel,Spain,3104.0,32,97.0,Shipped
2003-08-08,Ships,Mini Gifts Distributors Ltd.,USA,3612.43,43,84.01,Shipped
2003-09-28,Ships,Euro Shopping Channel,Spain,2711.88,31,87.48,Shipped
2003-10-21,Ships,FunGiftIdeas.com,USA,3013.97,29,100.0,Shipped
2003-11-07,Ships,CAF Imports,Spain,2738.54,31,88.34,Shipped
2003-11-14,Ships,Mini Creations Ltd.,USA,2832.0,30,94.4,Shipped
2003-11-26,Ships,Super Scale Inc.,USA,4720.0,50,94.4,Shipped
2004-01-02,Ships,"Saveley & Henriot, Co.",France,3222.0,40,80.55,Shipped
2004-02-18,Ships,Petit Auto,Belgium,2231.0,23,97.0,Shipped
2004-03-20,Ships,giftsbymail.co.uk,UK,2296.84,26,88.34,Shipped
2004-05-07,Ships,Land of Toys Inc.,USA,4157.2,40,100.0,Cancelled
2004-07-21,Ships,Petit Auto,Belgium,2146.2,21,100.0,Shipped
2004-08-20,Ships,Mini Gifts Distributors Ltd.,USA,3724.23,43,86.61,Shipped
2004-09-09,Ships,Amica Models & Co.,Italy,2084.81,29,71.89,Shipped
2004-10-14,Ships,"AV Stores, Co.",UK,3488.78,38,91.81,Shipped
2004-10-22,Ships,Heintze Collectables,Denmark,1753.06,23,76.22,Shipped
2004-11-10,Ships,Danish Wholesale Imports,Denmark,3469.2,20,100.0,Resolved
2004-11-21,Ships,Classic Legends Inc.,USA,2530.8,36,70.3,Shipped
2004-12-02,Ships,Euro Shopping Channel,Spain,2924.32,28,100.0,Shipped
2005-01-26,Ships,"Tokyo Collectables, Ltd",Japan,4496.8,44,100.0,Shipped
2005-02-23,Ships,Corporate Gift Ideas Co.,USA,6397.44,49,100.0,Shipped
2005-03-28,Ships,Alpha Cognac,France,2577.6,32,80.55,Shipped
2005-05-06,Ships,Gifts4AllAges.com,USA,3533.62,34,100.0,On Hold
2003-02-17,Ships,Rovelli Gifts,Italy,3177.3,30,100.0,Shipped
2003-04-28,Ships,Salzburg Collectables,Austria,2730.06,29,94.14,Shipped
2003-06-16,Ships,Gift Ideas Corp.,USA,1891.78,22,85.99,Shipped
2003-08-10,Ships,Mini Creations Ltd.,USA,2612.48,26,100.0,Shipped
2003-10-06,Ships,"Toys of Finland, Co.",Finland,2925.76,32,91.43,Shipped
2003-10-23,Ships,Scandinavian Gift Ideas,Sweden,2940.02,29,100.0,Cancelled
2003-11-08,Ships,Alpha Cognac,France,3293.24,34,96.86,Shipped
2003-11-14,Ships,"Double Decker Gift Stores, Ltd",UK,2389.68,24,99.57,Shipped
2003-11-26,Ships,Enaco Distributors,Spain,2172.48,24,90.52,Shipped
2004-01-09,Ships,"Men 'R' US Retailers, Ltd.",USA,2927.43,33,88.71,Shipped
2004-02-19,Ships,Collectable Mini Designs Co.,USA,2659.54,26,100.0,Shipped
2004-05-08,Ships,Cambridge Collectables Co.,USA,3838.0,40,95.95,Shipped
2004-06-24,Ships,Euro Shopping Channel,Spain,4142.16,44,94.14,Cancelled
2004-07-21,Ships,Collectables For Less Inc.,USA,2172.48,24,90.52,Shipped
2004-08-20,Ships,"Royal Canadian Collectables, Ltd.",Canada,1882.8,20,94.14,Shipped
2004-09-15,Ships,"Bavarian Collectables Imports, Co.",Germany,3477.86,34,100.0,Shipped
2004-10-14,Ships,"Classic Gift Ideas, Inc",USA,3323.84,34,97.76,Shipped
2004-11-01,Ships,giftsbymail.co.uk,UK,4195.8,45,93.24,Shipped
2004-11-12,Ships,Rovelli Gifts,Italy,4156.58,41,100.0,Shipped
2004-11-23,Ships,"Tokyo Collectables, Ltd",Japan,3918.75,55,71.25,Shipped
2004-12-03,Ships,Auto-Moto Classics Inc.,USA,2352.67,23,100.0,Shipped
2004-12-17,Ships,Souveniers And Things Co.,Australia,1089.36,24,45.39,Shipped
2005-01-31,Ships,"Oulu Toy Supplies, Inc.",Finland,2701.12,32,84.41,Shipped
2005-03-01,Ships,Euro Shopping Channel,Spain,2487.04,29,85.76,Resolved
2005-03-30,Ships,Reims Collectables,France,3910.32,36,100.0,Shipped
2005-04-01,Ships,The Sharp Gifts Warehouse,USA,4038.8,46,87.8,Shipped
2005-05-09,Ships,"Australian Collectables, Ltd",Australia,3070.4,32,95.95,Disputed
2003-02-17,Planes,Rovelli Gifts,Italy,3763.46,34,100.0,Shipped
2003-04-29,Planes,"Australian Collectors, Co.",Australia,2584.8,24,100.0,Shipped
2003-06-16,Planes,Gift Ideas Corp.,USA,4427.6,40,100.0,Shipped
2003-08-10,Planes,Mini Creations Ltd.,USA,2152.02,26,82.77,Shipped
2003-10-06,Planes,"Toys of Finland, Co.",Finland,2353.4,20,100.0,Shipped
2003-10-28,Planes,Technics Stores Inc.,USA,3431.39,31,100.0,Shipped
2003-11-08,Planes,Alpha Cognac,France,1930.5,22,87.75,Shipped
2003-11-27,Planes,Cruz & Sons Co.,Philippines,4774.56,42,100.0,Shipped
2004-01-12,Planes,Osaka Souveniers Co.,Japan,2592.72,26,99.72,Shipped
2004-02-19,Planes,Collectable Mini Designs Co.,USA,3246.75,37,87.75,Shipped
2004-04-02,Planes,"Royal Canadian Collectables, Ltd.",Canada,3372.5,38,88.75,Shipped
2004-05-11,Planes,The Sharp Gifts Warehouse,USA,3909.15,35,100.0,Shipped
2004-06-24,Planes,Euro Shopping Channel,Spain,2994.75,33,90.75,Cancelled
2004-07-23,Planes,La Rochelle Gifts,France,4472.52,39,100.0,Shipped
2004-08-21,Planes,"Norway Gifts By Mail, Co.",Norway,4576.95,45,100.0,Shipped
2004-09-15,Planes,"Bavarian Collectables Imports, Co.",Germany,2441.04,24,100.0,Shipped
2004-10-15,Planes,Mini Classics,USA,3106.25,35,88.75,Shipped
2004-11-01,Planes,giftsbymail.co.uk,UK,2706.41,23,100.0,Shipped
2004-11-12,Planes,Rovelli Gifts,Italy,4021.53,37,100.0,Shipped
2004-11-24,Planes,Enaco Distributors,Spain,4826.25,55,87.75,Shipped
2004-12-03,Planes,Auto-Moto Classics Inc.,USA,4935.28,49,100.0,Shipped
2004-12-17,Planes,Souveniers And Things Co.,Australia,2754.7,26,100.0,Shipped
2005-02-03,Planes,La Rochelle Gifts,France,3856.71,33,100.0,Shipped
2005-03-01,Planes,Euro Shopping Channel,Spain,3102.08,37,83.84,Resolved
2005-03-30,Planes,Reims Collectables,France,1908.72,22,86.76,Shipped
2005-04-03,Planes,Tekni Collectables Inc.,USA,7543.75,85,88.75,On Hold
2005-05-10,Planes,L'ordine Souveniers,Italy,2457.18,22,100.0,Shipped
2003-02-11,Ships,Danish Wholesale Imports,Denmark,2038.87,31,65.77,Shipped
2003-04-28,Ships,Salzburg Collectables,Austria,2499.26,38,65.77,Shipped
2003-06-12,Ships,"Stylish Desk Decors, Co.",UK,3838.05,45,85.29,Shipped
2003-08-10,Ships,Mini Creations Ltd.,USA,2643.99,31,85.29,Shipped
2003-10-02,Ships,Boards & Toys Co.,USA,2315.88,36,64.33,Shipped
2003-10-23,Ships,Scandinavian Gift Ideas,Sweden,3225.06,46,70.11,Cancelled
2003-11-07,Ships,CAF Imports,Spain,2451.84,32,76.62,Shipped
2003-11-14,Ships,Mini Creations Ltd.,USA,2254.98,39,57.82,Shipped
2003-11-26,Ships,Enaco Distributors,Spain,3939.5,50,78.79,Shipped
2004-01-02,Ships,"Saveley & Henriot, Co.",France,3424.7,46,74.45,Shipped
2004-02-19,Ships,Collectable Mini Designs Co.,USA,2914.2,36,80.95,Shipped
2004-03-29,Ships,Tekni Collectables Inc.,USA,2389.6,29,82.4,Shipped
2004-05-07,Ships,Land of Toys Inc.,USA,2428.48,32,75.89,Cancelled
2004-06-17,Ships,Quebec Home Shopping Network,Canada,3021.48,44,68.67,Shipped
2004-07-21,Ships,Petit Auto,Belgium,2610.72,42,62.16,Shipped
2004-08-20,Ships,"Royal Canadian Collectables, Ltd.",Canada,3091.19,47,65.77,Shipped
2004-09-10,Ships,Gifts4AllAges.com,USA,2576.2,44,58.55,Shipped
2004-10-14,Ships,"AV Stores, Co.",UK,3232.31,43,75.17,Shipped
2004-11-01,Ships,giftsbymail.co.uk,UK,3573.6,48,74.45,Shipped
2004-11-10,Ships,Danish Wholesale Imports,Denmark,2022.51,21,96.31,Resolved
2004-11-23,Ships,"Tokyo Collectables, Ltd",Japan,3717.5,50,74.35,Shipped
2004-12-02,Ships,Euro Shopping Channel,Spain,2185.15,29,75.35,Shipped
2005-01-31,Ships,"Oulu Toy Supplies, Inc.",Finland,2883.53,41,70.33,Shipped
2005-03-01,Ships,Euro Shopping Channel,Spain,5017.57,37,100.0,Resolved
2005-03-28,Ships,Alpha Cognac,France,1463.0,22,66.5,Shipped
2005-05-06,Ships,Gifts4AllAges.com,USA,2352.59,31,75.89,On Hold
2003-01-29,Classic Cars,Baane Mini Imports,Norway,4460.82,42,100.0,Shipped
2003-04-01,Classic Cars,"La Corne D'abondance, Co.",France,4758.18,42,100.0,Shipped
2003-05-28,Classic Cars,"Corrida Auto Replicas, Ltd",Spain,4597.2,45,100.0,Shipped
2003-07-24,Classic Cars,Technics Stores Inc.,USA,4114.8,36,100.0,Shipped
2003-09-19,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,2104.0,20,100.0,Shipped
2003-10-21,Classic Cars,Mini Auto Werke,Austria,3195.27,39,81.93,Resolved
2003-11-06,Classic Cars,"Stylish Desk Decors, Co.",UK,3611.16,42,85.98,Shipped
2003-11-13,Classic Cars,"Classic Gift Ideas, Inc",USA,2000.77,23,86.99,Shipped
2003-11-25,Classic Cars,"Saveley & Henriot, Co.",France,2314.26,26,89.01,Shipped
2003-12-05,Classic Cars,Canadian Gift Exchange Network,Canada,3871.89,33,100.0,Shipped
2004-02-04,Classic Cars,Handji Gifts& Co,Singapore,2728.0,31,88.0,Shipped
2004-03-11,Classic Cars,Mini Gifts Distributors Ltd.,USA,5614.0,50,100.0,Shipped
2004-05-04,Classic Cars,Super Scale Inc.,USA,4628.8,44,100.0,Shipped
2004-06-15,Classic Cars,"Tokyo Collectables, Ltd",Japan,3641.4,45,80.92,Shipped
2004-07-19,Classic Cars,Souveniers And Things Co.,Australia,4048.0,46,88.0,Shipped
2004-08-19,Classic Cars,Diecast Classics Inc.,USA,2321.46,27,85.98,Shipped
2004-09-08,Classic Cars,Scandinavian Gift Ideas,Sweden,3256.96,28,100.0,Shipped
2004-10-11,Classic Cars,Auto Assoc. & Cie.,France,4208.0,40,100.0,Shipped
2004-10-22,Classic Cars,Canadian Gift Exchange Network,Canada,2973.9,30,99.13,Shipped
2004-11-05,Classic Cars,Vitachrome Inc.,USA,4248.3,34,100.0,Shipped
2004-11-20,Classic Cars,"La Corne D'abondance, Co.",France,9558.8,46,100.0,Shipped
2004-11-01,Classic Cars,"Corrida Auto Replicas, Ltd",Spain,2650.56,32,82.83,Shipped
2004-12-10,Classic Cars,Euro Shopping Channel,Spain,3761.37,27,100.0,Shipped
2005-01-23,Classic Cars,Mini Gifts Distributors Ltd.,USA,4301.34,34,100.0,Shipped
2005-02-17,Classic Cars,Mini Gifts Distributors Ltd.,USA,1864.56,34,54.84,Shipped
2005-05-01,Classic Cars,Quebec Home Shopping Network,Canada,3576.8,34,100.0,Shipped
2005-05-31,Classic Cars,Euro Shopping Channel,Spain,3722.32,46,80.92,In Process
2003-02-17,Planes,Rovelli Gifts,Italy,3986.56,32,100.0,Shipped
2003-04-29,Planes,"Australian Collectors, Co.",Australia,3417.12,24,100.0,Shipped
2003-06-27,Planes,Euro Shopping Channel,Spain,2691.09,27,99.67,Shipped
2003-08-25,Planes,Toys4GrownUps.com,USA,2752.6,20,100.0,Shipped
2003-10-28,Planes,Technics Stores Inc.,USA,4527.72,36,100.0,Shipped
2003-11-18,Planes,Herkku Gifts,Norway,3957.05,29,100.0,Shipped
2004-01-12,Planes,Osaka Souveniers Co.,Japan,2818.0,25,100.0,Shipped
2004-02-20,Planes,"Australian Collectors, Co.",Australia,3199.86,29,100.0,Shipped
2004-04-02,Planes,"Royal Canadian Collectables, Ltd.",Canada,2402.75,25,96.11,Shipped
2004-05-11,Planes,The Sharp Gifts Warehouse,USA,6055.72,44,100.0,Shipped
2004-06-28,Planes,Gift Depot Inc.,USA,5465.16,47,100.0,Shipped
2004-07-23,Planes,La Rochelle Gifts,France,6378.72,48,100.0,Shipped
2004-08-27,Planes,Marta's Replicas Co.,USA,5392.8,45,100.0,Shipped
2004-09-16,Planes,"Clover Collections, Co.",Ireland,3986.5,35,100.0,Shipped
2004-10-15,Planes,Mini Classics,USA,4009.23,31,100.0,Shipped
2004-11-02,Planes,Diecast Classics Inc.,USA,7119.0,50,100.0,Shipped
2004-11-12,Planes,Rovelli Gifts,Italy,4072.2,33,100.0,Shipped
2004-11-24,Planes,Enaco Distributors,Spain,4094.51,29,100.0,Shipped
2004-12-04,Planes,Gift Ideas Corp.,USA,3302.4,48,68.8,Shipped
2004-12-17,Planes,Souveniers And Things Co.,Australia,3186.48,44,72.42,Shipped
2005-02-03,Planes,La Rochelle Gifts,France,1668.25,25,66.73,Shipped
2005-03-03,Planes,FunGiftIdeas.com,USA,7154.5,50,100.0,Shipped
2005-03-30,Planes,Reims Collectables,France,2810.83,23,100.0,Shipped
2005-04-03,Planes,Tekni Collectables Inc.,USA,2018.31,21,96.11,On Hold
2005-05-10,Planes,L'ordine Souveniers,Italy,5642.83,41,100.0,Shipped
2003-02-17,Planes,Rovelli Gifts,Italy,3273.6,44,74.4,Shipped
2003-04-29,Planes,"Australian Collectors, Co.",Australia,3268.0,43,76.0,Shipped
2003-08-10,Planes,Mini Creations Ltd.,USA,2688.0,28,96.0,Shipped
2003-10-06,Planes,"Toys of Finland, Co.",Finland,3715.2,43,86.4,Shipped
2003-10-28,Planes,Technics Stores Inc.,USA,4608.0,48,96.0,Shipped
2003-12-01,Planes,West Coast Collectables Co.,USA,3131.2,38,82.4,Shipped
2004-01-12,Planes,Osaka Souveniers Co.,Japan,2678.4,31,86.4,Shipped
2004-02-20,Planes,"Australian Collectors, Co.",Australia,1747.2,26,67.2,Shipped
2004-04-02,Planes,"Royal Canadian Collectables, Ltd.",Canada,2944.0,32,92.0,Shipped
2004-05-11,Planes,The Sharp Gifts Warehouse,USA,2956.8,44,67.2,Shipped
2004-06-24,Planes,Euro Shopping Channel,Spain,2052.0,27,76.0,Cancelled
2004-07-23,Planes,La Rochelle Gifts,France,3164.8,43,73.6,Shipped
2004-08-21,Planes,"Norway Gifts By Mail, Co.",Norway,1740.0,25,69.6,Shipped
2004-09-15,Planes,"Bavarian Collectables Imports, Co.",Germany,1777.6,22,80.8,Shipped
2004-10-15,Planes,Mini Classics,USA,1831.2,21,87.2,Shipped
2004-11-01,Planes,giftsbymail.co.uk,UK,3609.6,48,75.2,Shipped
2004-11-12,Planes,Rovelli Gifts,Italy,2112.0,33,64.0,Shipped
2004-11-24,Planes,Salzburg Collectables,Austria,3644.12,34,100.0,Shipped
2004-12-04,Planes,Gift Ideas Corp.,USA,3523.85,43,81.95,Shipped
2004-12-17,Planes,Souveniers And Things Co.,Australia,5001.92,44,100.0,Shipped
2005-02-03,Planes,La Rochelle Gifts,France,5208.72,44,100.0,Shipped
2005-03-01,Planes,Euro Shopping Channel,Spain,3018.88,32,94.34,Resolved
2005-03-30,Planes,Reims Collectables,France,1902.4,29,65.6,Shipped
2005-04-03,Planes,Tekni Collectables Inc.,USA,7084.0,77,92.0,On Hold
2005-05-10,Planes,L'ordine Souveniers,Italy,2620.8,39,67.2,Shipped
2003-02-11,Ships,Danish Wholesale Imports,Denmark,3164.46,39,81.14,Shipped
2003-04-21,Ships,Enaco Distributors,Spain,4219.2,36,100.0,Shipped
2003-06-12,Ships,"Stylish Desk Decors, Co.",UK,3828.3,42,91.15,Shipped
2003-08-08,Ships,Mini Gifts Distributors Ltd.,USA,2334.99,21,100.0,Shipped
2003-09-28,Ships,Euro Shopping Channel,Spain,4407.5,50,88.15,Shipped
2003-10-23,Ships,Scandinavian Gift Ideas,Sweden,2812.8,24,100.0,Cancelled
2003-11-07,Ships,CAF Imports,Spain,4055.04,44,92.16,Shipped
2003-11-14,Ships,Mini Creations Ltd.,USA,3891.66,37,100.0,Shipped
2003-11-26,Ships,Enaco Distributors,Spain,2488.32,27,92.16,Shipped
2004-01-02,Ships,"Saveley & Henriot, Co.",France,4447.4,37,100.0,Shipped
2004-02-19,Ships,Collectable Mini Designs Co.,USA,4187.22,38,100.0,Shipped
2004-03-20,Ships,giftsbymail.co.uk,UK,4615.68,48,96.16,Shipped
2004-05-07,Ships,Land of Toys Inc.,USA,3245.4,30,100.0,Cancelled
2004-06-17,Ships,Quebec Home Shopping Network,Canada,2203.75,25,88.15,Shipped
2004-07-21,Ships,Petit Auto,Belgium,3446.0,40,86.15,Shipped
2004-08-20,Ships,"Royal Canadian Collectables, Ltd.",Canada,1939.3,22,88.15,Shipped
